Player,Pos,Ht,Wt,Forty,Vertical,BenchReps,BroadJump,Cone,Shuttle,Year,Team,Round,Pick,side,category,pos_abbr,school_abbr,overall,pos_rk,ovr_rk,grade
Lance Moore,-1.196775430716313,-1.831178666673398,-1.46460470547492,-0.8484959405747321,NaN,NaN,NaN,NaN,NaN,2005,,,,,,0,89,,34,258,45
Lenny Walls,-0.9801239838032758,0.842219377357554,-1.1322182644456136,-0.35857454287588414,1.0257243499629065,-2.194194373562414,0.6293618077686998,NaN,NaN,2002,,,,,,,,,,,
Jack Williams-02,-0.9801239838032758,-1.831178666673398,-1.2651728408573362,-1.1424487791940396,0.5551342857575973,-0.3103207304866875,0.7363299249505194,-1.4262041238547467,NaN,2008,13,4,119,,,,,,,,
Major Wright,1.1863904853270957,-1.067350654093126,-0.8219909194849274,-1.109787352680781,1.0257243499629065,-1.09526808176824,0.5223936905868801,-1.4262041238547467,0.02913255943161301,2010,26,3,75,1,0,12,4,75,8,,68
Leon McFadden,-0.9801239838032758,-1.449264660383262,-1.1100591683769931,-0.7831730875482177,0.3198392536549426,-1.7232259627934823,0.5223936905868801,-1.4262041238547467,0.02913255943161301,2013,2,3,68,1,0,6,58,68,21,156,58
K.J. Wright,0.1031332507619099,0.460305371067418,0.06437292325988998,-0.22792883682285825,-0.1507508105503668,-0.15333126023037696,0.6293618077686998,0.3842839406218497,0.02913255943161301,2011,0,4,99,1,4,10,30,99,8,125,66
Alvin McKinley,-0.11351819615112724,0.842219377357554,1.0172140542105688,1.0132053706808866,-1.3272259710636403,0.16064768028224408,-1.296064301504054,0.3842839406218497,0.02913255943161301,2000,9,4,120,1,1,4,30,120,,,
Donte Paige-Moss,-0.5468210899772016,0.460305371067418,0.5518730367695396,-0.35857454287588414,NaN,0.7886055613074862,NaN,NaN,NaN,2012,,,,,,,,,,,
David Wilson,-0.7634725368902386,-1.449264660383262,-0.8219909194849274,-1.3057559117603215,1.9669044783735252,NaN,1.9129792139505357,0.3842839406218497,0.02913255943161301,2012,30,1,32,1,0,5,25,183,,,
Darrian Miller,-0.3301696430641644,1.22413338364769,1.4160777834457365,2.3849852842376573,-1.7978160352689496,NaN,-1.8309048874131524,0.3842839406218497,0.02913255943161301,2015,,,,,,3,54,,17,179,50
Ryan Shazier,0.1031332507619099,-0.303522641512854,-0.13505894135769395,-0.6525273814951917,2.20219951047618,0.6316160910511757,1.6990429795868962,-1.4262041238547467,0.02913255943161301,2014,6,1,15,1,4,10,2,15,2,17,92
Corey Hilliard,-0.3301696430641644,1.22413338364769,1.438236879514357,1.6664339009460163,-1.3272259710636403,1.1025845018201073,-0.8681918327767755,0.3842839406218497,0.02913255943161301,2007,19,6,209,0,2,3,33,209,18,213,46
Anthony Chickillo,-0.5468210899772016,0.460305371067418,0.5297139407009192,0.03336257528319362,0.3198392536549426,0.9455950315637967,-0.012446895322218222,0.3842839406218497,0.02913255943161301,2015,6,6,212,1,1,2,8,212,12,110,68
Mike Jones,0.31978469767494705,1.22413338364769,1.4603959755829774,2.2216781516713757,-1.7978160352689496,1.1025845018201073,-1.7239367702313328,0.3842839406218497,0.02913255943161301,2007,,,,0,5,8,17,54,,,
Kevin Williams,-0.5468210899772016,1.22413338364769,1.3496004952398752,0.09868542830970513,-0.6213408747556761,0.31763715053855457,-0.22638312968585753,0.3842839406218497,3.8975833300142235,2003,3,1,9,1,0,1,27,126,,,
Sam Brandon,1.1863904853270957,0.07839136477728198,-0.9771045919652704,-0.3912359693891399,0.790429317860252,NaN,1.3781386280414374,NaN,NaN,2002,13,4,131,1,0,5,101,131,,,
Lorenzo Washington,-0.11351819615112724,0.842219377357554,1.0615322463478096,1.4051424888399644,-0.6213408747556761,0.6316160910511757,-0.7612237155949558,0.3842839406218497,0.02913255943161301,2010,,,,,,,,,,,
Bjoern Werner,-0.5468210899772016,0.460305371067418,0.5075548446322987,0.16400828133621956,-0.38604584265302144,0.6316160910511757,-0.3333512468676772,0.3842839406218497,0.02913255943161301,2013,22,1,24,1,1,2,5,24,3,23,90
Marques Anderson,1.4030419322401328,-1.067350654093126,-0.6668772470045844,-0.9138187936012436,1.4963144141682159,-0.467310200742998,1.3781386280414374,NaN,NaN,2002,5,3,92,1,0,5,27,92,,,
Asa Jackson,-0.9801239838032758,-1.449264660383262,-1.154377360514234,-0.9791416466277552,0.3198392536549426,-0.3103207304866875,0.4154255734050604,-1.4262041238547467,0.02913255943161301,2012,1,5,169,1,0,6,0,169,21,142,60
Khyri Thornton,-0.11351819615112724,0.460305371067418,1.3496004952398752,0.8172368116013492,-0.8566359068583308,1.1025845018201073,-0.22638312968585753,0.3842839406218497,0.02913255943161301,2014,5,3,85,1,1,4,68,85,17,149,57
Dave Stachelski,0.7530875915010213,0.460305371067418,0.15300930753437172,7.011487699378623E-4,1.2610193820655613,0.4746266207948651,0.09452122185960143,-1.4262041238547467,0.02913255943161301,2000,19,5,141,0,6,8,53,141,,,
Martavis Bryant,-1.196775430716313,0.842219377357554,-0.7111954391418253,-1.1751102057072955,1.4963144141682159,-0.7812891412556191,1.0572342764959783,0.3842839406218497,0.02913255943161301,2014,6,4,118,0,3,0,14,118,12,66,76
Jamar Chaney,0.9697390384140585,-0.303522641512854,-0.024263461014591755,-0.7831730875482177,1.4963144141682159,0.7886055613074862,1.0572342764959783,-1.4262041238547467,0.02913255943161301,2010,8,7,220,1,4,13,30,220,6,,65
Andy Dalton,0.5364361445879842,0.07839136477728198,-0.6225590548673435,0.16400828133621956,-0.8566359068583308,NaN,-0.8681918327767755,-1.4262041238547467,0.02913255943161301,2011,12,2,35,0,7,11,49,35,4,40,86
Anthony Henry,-0.9801239838032758,-0.303522641512854,-0.9992636880338909,-0.5872045284686802,1.9669044783735252,-0.9382786115119296,1.2711705108596176,-1.4262041238547467,0.02913255943161301,2001,2,4,97,1,0,5,74,97,,,
Jalen Mills,1.4030419322401328,-0.68543664780299,-1.154377360514234,-0.5545431019554216,1.0257243499629065,-0.7812891412556191,0.9502661593141587,-1.4262041238547467,0.02913255943161301,2016,8,7,233,1,0,12,1,233,7,92,72
Al Lucas,-0.11351819615112724,-0.303522641512854,1.128009534553671,0.719252532061579,0.790429317860252,1.1025845018201073,-0.6542555984131362,0.3842839406218497,0.02913255943161301,2000,,,,,,,,,,,
Clay Harbor,2.0529962729792444,0.460305371067418,0.1973274996716126,-0.5218816754421659,1.7316094462708707,1.4165634423327282,0.6293618077686998,NaN,0.02913255943161301,2010,8,4,125,0,6,8,133,125,9,,63
Travis Frederick,1.6196933791531698,0.842219377357554,1.5268732637888387,2.6136152698304533,-1.0919309389609855,0.003658210025933549,-1.8309048874131524,0.3842839406218497,0.02913255943161301,2013,14,1,31,0,2,14,64,31,1,71,78
Zach Miller,0.7530875915010213,0.842219377357554,0.28596388394609434,0.2946539873892455,0.3198392536549426,NaN,0.09452122185960143,0.3842839406218497,0.02913255943161301,2007,23,2,38,0,6,8,29,38,2,48,85
Dezmon Briscoe,-1.196775430716313,0.07839136477728198,-0.799831823416307,-0.3912359693891399,0.0845442215522879,-1.8802154330497927,0.09452122185960143,0.3842839406218497,0.02913255943161301,2010,12,6,191,0,3,0,81,191,15,,68
Broderick Lancaster,0.31978469767494705,0.842219377357554,1.4825550716515978,1.568449621406246,NaN,-1.09526808176824,NaN,NaN,NaN,2002,,,,,,,,,,,
Kyle Williams,-1.196775430716313,-1.449264660383262,-1.2208546487200953,-1.240433058733807,0.0845442215522879,-1.5662364925371717,0.4154255734050604,0.3842839406218497,0.02913255943161301,2010,4,6,206,0,3,4,1,134,8,77,77
Garrett Sickels,-0.5468210899772016,0.460305371067418,0.3967593642891965,0.39263826692901566,-1.0919309389609855,-0.15333126023037696,-0.9751599499585951,0.3842839406218497,0.02913255943161301,2017,,,,,,2,15,,21,223,46
Plaxico Burress,-1.196775430716313,1.22413338364769,-0.26801351776941656,-0.619865954981936,0.0845442215522879,NaN,0.09452122185960143,NaN,NaN,2000,6,1,8,0,3,0,31,8,,,
Braden Brown,-0.3301696430641644,1.22413338364769,1.4825550716515978,1.3724810623267087,-1.0919309389609855,0.7886055613074862,-1.5100005358676933,0.3842839406218497,0.02913255943161301,2013,,,,,,3,55,,20,245,44
Casey Clausen,0.5364361445879842,0.460305371067418,-0.44528628631838,0.5559453994952973,NaN,NaN,NaN,NaN,NaN,2004,,,,,,,,,,,
Jacoby Brissett,0.5364361445879842,0.842219377357554,-0.26801351776941656,0.5232839729820415,-0.38604584265302144,NaN,-0.11941501250403788,0.3842839406218497,0.02913255943161301,2016,19,3,91,0,7,11,43,91,7,109,68
Braxton Miller,-1.196775430716313,-0.303522641512854,-0.9327863998280296,-0.9138187936012436,0.5551342857575973,-0.6242996709993085,0.9502661593141587,-1.4262041238547467,0.02913255943161301,2016,16,3,85,0,3,0,2,85,8,51,81
Jimmy Smith,-0.9801239838032758,0.07839136477728198,-0.7111954391418253,-1.1751102057072955,0.790429317860252,0.4746266207948651,0.9502661593141587,-1.4262041238547467,0.02913255943161301,2011,1,1,27,0,3,1,127,102,,,
Brandyn Thompson,-0.9801239838032758,-1.831178666673398,-1.1986955526514749,-0.9138187936012436,0.0845442215522879,-1.2522575520245507,-0.012446895322218222,-1.4262041238547467,0.02913255943161301,2011,28,7,213,1,0,6,53,213,35,287,33
Edwin Williams,1.6196933791531698,0.07839136477728198,1.438236879514357,2.0257095925918382,-1.0919309389609855,0.16064768028224408,-1.616968653049513,2.194772005098446,0.02913255943161301,2009,,,,,,,,,,,
Hanik Milligan,1.1863904853270957,0.07839136477728198,-0.9327863998280296,-0.8484959405747321,0.790429317860252,-1.8802154330497927,1.6990429795868962,0.3842839406218497,0.02913255943161301,2003,31,6,188,1,0,5,78,188,,,
Lamar Jackson,0.5364361445879842,0.07839136477728198,-0.6003999587987231,NaN,NaN,NaN,NaN,NaN,NaN,2018,,,,0,7,11,22,32,5,29,87
Kasim Edebali,0.1031332507619099,0.07839136477728198,0.21948659574023302,0.03336257528319362,0.3198392536549426,-0.3103207304866875,0.09452122185960143,0.3842839406218497,0.02913255943161301,2014,,,,,,2,37,,21,229,42
Todd Washington,-0.9801239838032758,-1.067350654093126,-1.0435818801711318,-0.6851888080084475,NaN,-1.2522575520245507,NaN,NaN,NaN,2014,,,,0,2,6,136,,39,307,31
Roc Thomas,-0.7634725368902386,-1.449264660383262,-0.9992636880338909,-0.7178502345217062,0.5551342857575973,-0.7812891412556191,1.164202393677798,NaN,NaN,2018,,,,,,,,,,,
Ken Lucas,-0.9801239838032758,-0.68543664780299,-0.95494549589665,-1.0771259261675252,NaN,NaN,NaN,NaN,NaN,2001,0,2,40,1,0,5,36,40,,,
Mike Bell,-0.7634725368902386,-0.68543664780299,-0.4896044784556209,-0.5872045284686802,-0.38604584265302144,-0.3103207304866875,-0.22638312968585753,0.3842839406218497,0.02913255943161301,2006,,,,,,2,76,2,,,
Devin Taylor,-0.5468210899772016,1.987961396227962,0.5075548446322987,-0.19526741030960248,0.5551342857575973,-1.09526808176824,1.485106745223257,-1.4262041238547467,0.02913255943161301,2013,15,4,132,1,1,2,24,132,16,124,67
Ray McDonald,-0.5468210899772016,0.460305371067418,0.729145805318503,0.32731541390250124,NaN,NaN,NaN,NaN,NaN,2007,4,3,97,1,1,2,4,97,6,45,85
Kheeston Randall,-0.11351819615112724,1.22413338364769,1.1058504384850505,0.719252532061579,0.3198392536549426,1.1025845018201073,-0.3333512468676772,0.3842839406218497,0.02913255943161301,2012,18,7,215,1,1,4,16,215,19,213,42
Shannon Snell,0.31978469767494705,0.842219377357554,1.6155096480633204,3.397489506148609,-1.7978160352689496,0.003658210025933549,-2.258777356140431,2.194772005098446,0.02913255943161301,2004,,,,,,,,,,,
Ben Wilkerson,1.6196933791531698,0.460305371067418,1.238805014896773,2.2216781516713757,NaN,NaN,NaN,NaN,NaN,2005,,,,,,,,,,,
Shad Meier,0.7530875915010213,1.22413338364769,0.28596388394609434,0.22933113436273106,0.3198392536549426,-0.15333126023037696,-0.11941501250403788,0.3842839406218497,0.02913255943161301,2001,10,3,90,0,6,8,40,90,,,
Zach Mettenberger,0.5364361445879842,1.22413338364769,-0.4231271902497596,NaN,NaN,NaN,NaN,NaN,NaN,2014,10,6,178,0,7,11,1,178,11,132,60
Fletcher Cox,-0.11351819615112724,0.842219377357554,1.2166459188281527,-0.031960277743320796,-1.5625210031662948,1.4165634423327282,-1.1890961843222345,0.3842839406218497,0.02913255943161301,2012,8,1,12,1,1,4,30,12,1,7,95
Kenny Clark-02,-0.11351819615112724,0.460305371067418,1.5711914559260796,0.9152210911411165,-1.0919309389609855,1.2595739720764176,-1.296064301504054,NaN,0.02913255943161301,2016,5,1,27,,,,,,,,
Quinten Lawrence,-1.196775430716313,-0.68543664780299,-1.309491032994577,-1.240433058733807,NaN,-0.15333126023037696,NaN,NaN,NaN,2009,29,6,175,0,3,0,132,175,30,237,43
Johnathan Sullivan,-0.11351819615112724,0.460305371067418,1.5490323598574591,1.0458667971941424,NaN,NaN,NaN,NaN,NaN,2003,27,1,6,1,1,4,7,6,,,
Kolby Smith,-0.7634725368902386,-1.067350654093126,-0.5117635745242414,-0.9138187936012436,1.2610193820655613,-0.467310200742998,-0.012446895322218222,0.3842839406218497,0.02913255943161301,2007,29,5,148,0,5,1,22,148,13,148,60
Daniel Lasco,-0.7634725368902386,-0.68543664780299,-0.7555136312790661,-1.0444644996542696,1.9669044783735252,0.31763715053855457,2.2338835654959945,0.3842839406218497,0.02913255943161301,2016,27,7,237,0,5,1,25,237,14,191,54
Marcell Ateman,-1.196775430716313,0.842219377357554,-0.6003999587987231,-0.5218816754421659,0.3198392536549426,-1.2522575520245507,0.7363299249505194,0.3842839406218497,0.02913255943161301,2018,,,,0,3,0,33,228,22,185,56
Dennis Johnson,-0.5468210899772016,1.22413338364769,0.3302820760833352,0.1313468548229638,0.5551342857575973,-0.6242996709993085,0.5223936905868801,0.3842839406218497,0.02913255943161301,2002,11,3,98,0,3,2,54,98,,,
Jonathan Dowling,1.1863904853270957,0.460305371067418,-1.1765364565828544,-0.8484959405747321,0.0845442215522879,-2.0372049033061033,0.4154255734050604,0.3842839406218497,0.02913255943161301,2014,23,7,247,1,0,6,91,247,,,
Keiland Williams,-0.7634725368902386,-1.067350654093126,-0.22369532563217567,-0.8484959405747321,NaN,NaN,NaN,NaN,NaN,2010,,,,,,,,,,,
Marlon Mack,-0.7634725368902386,-1.067350654093126,-0.6668772470045844,-0.9138187936012436,0.5551342857575973,-0.9382786115119296,1.164202393677798,NaN,NaN,2017,22,4,143,0,5,1,74,143,13,148,61
Roquan Smith,0.1031332507619099,-0.303522641512854,-0.15721803742631438,-0.8811573670879879,NaN,NaN,NaN,NaN,NaN,2018,,,,1,4,10,7,8,1,5,94
Dustin Keller,0.7530875915010213,0.07839136477728198,-0.024263461014591755,-0.8158345140614734,1.2610193820655613,0.7886055613074862,1.806011096768716,-1.4262041238547467,0.02913255943161301,2008,25,1,30,0,6,8,47,30,1,39,87
Marcus Walker,-0.9801239838032758,-1.449264660383262,-1.154377360514234,-1.0444644996542696,0.5551342857575973,NaN,0.843298042132339,-1.4262041238547467,0.02913255943161301,2008,,,,,,,,,,,
John Owens,0.7530875915010213,0.460305371067418,0.48539574856367823,-0.031960277743320796,1.2610193820655613,0.003658210025933549,0.3084574562232408,NaN,NaN,2002,15,5,138,0,6,2,73,200,,,
David Thornton,0.1031332507619099,0.07839136477728198,-0.15721803742631438,-0.5218816754421659,0.5551342857575973,0.7886055613074862,0.3084574562232408,-1.4262041238547467,0.02913255943161301,2002,22,4,106,1,4,9,28,106,,,
Brennan Curtin,-0.3301696430641644,2.751789408808234,1.6598278402005613,1.6337724744327604,-0.1507508105503668,NaN,-1.5100005358676933,0.3842839406218497,0.02913255943161301,2003,,,,0,2,3,11,212,,,
Andre Brown,-0.7634725368902386,-0.68543664780299,-0.4231271902497596,-1.3384173382735771,1.0257243499629065,0.4746266207948651,0.09452122185960143,0.3842839406218497,0.02913255943161301,2009,30,4,129,0,5,1,43,129,6,70,78
Ricky Wagner,-0.3301696430641644,1.606047389937826,1.438236879514357,1.2744967827869385,-0.38604584265302144,-0.15333126023037696,-1.4030324186858738,0.3842839406218497,0.02913255943161301,2013,1,5,168,0,2,3,64,168,13,141,62
Tim Crowder,-0.5468210899772016,0.842219377357554,0.6405094210440213,-0.2932516898493697,-0.6213408747556761,1.7305423828453492,-0.3333512468676772,0.3842839406218497,0.02913255943161301,2007,13,2,56,1,1,2,16,56,8,51,83
Ian Scott,-0.11351819615112724,0.07839136477728198,1.5268732637888387,1.2418353562736828,-1.0919309389609855,1.1025845018201073,-1.616968653049513,2.194772005098446,3.8975833300142235,2003,26,4,116,1,1,4,4,116,,,
Chris Hawkins-02,-0.9801239838032758,-0.68543664780299,-1.2430137447887157,-1.1424487791940396,0.5551342857575973,-0.7812891412556191,0.4154255734050604,-1.4262041238547467,0.02913255943161301,2010,,,,,,,,,,,
Mason Crosby,2.2696477198922813,-0.303522641512854,-0.6890363430732048,1.3071582093001943,NaN,NaN,NaN,NaN,NaN,2007,5,6,193,2,9,17,34,193,1,94,72
Steve Neal,-1.196775430716313,-0.303522641512854,-1.1765364565828544,-0.619865954981936,0.790429317860252,NaN,0.5223936905868801,0.3842839406218497,0.02913255943161301,2001,,,,,,,,,,,
Matt Wilhelm,0.9697390384140585,0.842219377357554,0.04221382719126955,0.06602400179644938,NaN,NaN,NaN,NaN,NaN,2003,31,4,112,1,4,9,2,112,,,
Jeremy Williams,-1.196775430716313,-0.68543664780299,-0.8219909194849274,-0.619865954981936,0.790429317860252,-1.09526808176824,0.3084574562232408,-1.4262041238547467,NaN,2010,,,,,,,,,,,
Torrey Smith,-1.196775430716313,-0.303522641512854,-0.8663091116221683,-1.2077716322205512,1.9669044783735252,-0.3103207304866875,1.2711705108596176,-1.4262041238547467,0.02913255943161301,2011,1,2,58,0,3,0,38,58,6,53,82
Kelvin Benjamin,-1.196775430716313,1.22413338364769,-0.06858165315183262,-0.5545431019554216,-0.1507508105503668,-1.2522575520245507,0.5223936905868801,0.3842839406218497,0.02913255943161301,2014,9,1,28,0,3,0,5,28,13,69,75
Alvin Kamara,-0.7634725368902386,-1.449264660383262,-0.644718150935964,-0.7178502345217062,1.4963144141682159,-0.9382786115119296,1.806011096768716,NaN,NaN,2017,27,3,67,0,5,1,9,67,4,40,86
Ethan Pocic,1.6196933791531698,1.606047389937826,1.4825550716515978,1.209173929760427,-1.3272259710636403,0.7886055613074862,-0.7612237155949558,0.3842839406218497,0.02913255943161301,2017,0,2,58,0,2,18,1,58,2,81,75
Branden Ore,-0.7634725368902386,-1.067350654093126,-0.644718150935964,-0.5545431019554216,0.790429317860252,0.003658210025933549,-0.22638312968585753,0.3842839406218497,0.02913255943161301,2009,,,,,,,,,,,
Rennie Curran,0.1031332507619099,-1.067350654093126,-0.1793771334949348,-0.0972831307698323,0.3198392536549426,0.6316160910511757,NaN,NaN,NaN,2010,10,3,97,1,4,10,7,97,14,,62
Keith Reaser,-0.9801239838032758,-1.067350654093126,-1.1986955526514749,-1.1424487791940396,NaN,0.16064768028224408,NaN,NaN,NaN,2014,4,5,170,1,0,6,146,170,45,,30
Jamie Blatnick,-0.5468210899772016,0.460305371067418,0.44107755642643737,0.09868542830970513,-0.1507508105503668,1.1025845018201073,-0.22638312968585753,0.3842839406218497,0.02913255943161301,2012,,,,,,2,33,,18,165,54
Marcus Heit,2.919602060631393,0.460305371067418,0.3302820760833352,0.4252996934422714,-0.8566359068583308,NaN,0.09452122185960143,NaN,NaN,2014,,,,,,,,,,,
Jerron Wishom,-0.9801239838032758,-0.68543664780299,-1.1100591683769931,-0.9138187936012436,1.2610193820655613,-0.467310200742998,0.4154255734050604,-1.4262041238547467,0.02913255943161301,2005,,,,,,,,,,,
Lamarr Houston,-0.11351819615112724,0.460305371067418,1.3717595913084957,0.1966697078494753,0.0845442215522879,1.4165634423327282,-0.012446895322218222,0.3842839406218497,0.02913255943161301,2010,23,2,44,1,1,4,16,44,6,36,88
Solomon Thomas,-0.5468210899772016,0.460305371067418,0.6626685171126417,-0.2932516898493697,0.5551342857575973,1.4165634423327282,1.2711705108596176,-1.4262041238547467,0.02913255943161301,2017,4,1,3,1,1,4,20,3,1,3,94
Seth Olsen,0.31978469767494705,1.22413338364769,1.393918687377116,1.4704653418664788,-2.033111067371604,0.31763715053855457,-2.5796817076858902,0.3842839406218497,0.02913255943161301,2009,13,4,132,0,2,,,,,,
Robert Meachem,-1.196775430716313,0.07839136477728198,-0.644718150935964,-1.2730944852470656,1.0257243499629065,NaN,0.7363299249505194,-1.4262041238547467,0.02913255943161301,2007,27,1,27,0,3,0,9,27,4,20,92
Ramik Wilson,0.9697390384140585,0.07839136477728198,-0.13505894135769395,-0.031960277743320796,0.5551342857575973,0.31763715053855457,-0.3333512468676772,NaN,0.02913255943161301,2015,29,4,118,1,4,10,7,118,14,131,61
Rhett Bomar,0.5364361445879842,0.07839136477728198,-0.40096809418113916,-0.260590263336114,NaN,0.6316160910511757,-0.8681918327767755,-1.4262041238547467,0.02913255943161301,2009,30,5,151,0,7,11,156,151,6,163,56
Craig Mager,-0.9801239838032758,-1.067350654093126,-0.9327863998280296,-1.109787352680781,1.2610193820655613,-0.6242996709993085,1.6990429795868962,-1.4262041238547467,0.02913255943161301,2015,31,3,83,1,0,6,139,83,18,201,59
Antonio Perkins,-0.9801239838032758,-1.067350654093126,-1.1765364565828544,-0.9464802201144994,1.7316094462708707,-1.7232259627934823,1.2711705108596176,0.3842839406218497,0.02913255943161301,2005,2,4,103,1,0,5,10,103,11,65,81
Darrell Robertson,-0.5468210899772016,0.842219377357554,0.2638047878774739,-0.06462170425657655,NaN,NaN,NaN,NaN,NaN,2008,,,,,,2,44,,13,110,67
Tim Jennings,-0.9801239838032758,-2.213092672963534,-1.2873319369259566,-1.501724470839859,1.0257243499629065,-0.6242996709993085,0.3084574562232408,NaN,NaN,2006,22,2,62,1,0,5,7,62,15,122,65
Seantrel Henderson,-0.3301696430641644,1.987961396227962,1.947896089092627,0.849898238114605,-2.033111067371604,NaN,-2.0448411217767917,2.194772005098446,0.02913255943161301,2014,7,7,237,0,2,3,8,237,14,168,53
Darius Walker,-0.7634725368902386,-1.449264660383262,-0.8219909194849274,-0.7505116610349619,1.7316094462708707,-0.3103207304866875,0.9502661593141587,0.3842839406218497,0.02913255943161301,2007,,,,,,1,11,,11,129,65
Kevin White-01,-0.9801239838032758,-1.831178666673398,-1.3316501290631975,-0.4892202489289101,0.5551342857575973,-0.467310200742998,0.7363299249505194,NaN,NaN,2015,,,,,,,,,,,
Spencer Roth,1.8363448260662072,0.842219377357554,-0.3566499020438983,0.9152210911411165,NaN,NaN,NaN,NaN,NaN,2015,,,,,,,,,,,
Armando Allen,-0.7634725368902386,-2.213092672963534,-0.9771045919652704,-0.619865954981936,NaN,0.31763715053855457,NaN,NaN,NaN,2011,,,,,,,,,,,
Marion Grice,-0.7634725368902386,-0.68543664780299,-0.7776727273476866,-0.35857454287588414,NaN,NaN,NaN,NaN,NaN,2014,31,6,201,0,5,1,29,201,16,183,50
Tyler Ervin,-0.7634725368902386,-1.449264660383262,-1.1322182644456136,-1.2077716322205512,1.4963144141682159,-0.6242996709993085,1.6990429795868962,NaN,NaN,2016,16,4,119,0,5,1,88,119,12,164,58
Victor Ochi,-0.5468210899772016,-0.303522641512854,0.06437292325988998,0.2619925608759897,-0.1507508105503668,NaN,0.5223936905868801,0.3842839406218497,0.02913255943161301,2016,,,,,,10,173,,16,195,53
Alex Bannister,-1.196775430716313,1.22413338364769,-0.9327863998280296,-1.0118030731410137,-0.6213408747556761,NaN,-0.44031936404949684,NaN,NaN,2001,0,5,140,0,3,0,229,140,,,
Chris Warren,-0.7634725368902386,0.07839136477728198,0.08653201932851042,-0.2932516898493697,0.0845442215522879,0.6316160910511757,0.7363299249505194,-1.4262041238547467,0.02913255943161301,2018,,,,0,5,1,231,89,,,
Mike Roberg,0.7530875915010213,0.842219377357554,0.28596388394609434,-0.0972831307698323,0.3198392536549426,-0.7812891412556191,0.3084574562232408,0.3842839406218497,0.02913255943161301,2001,9,7,227,0,6,8,97,227,,,
Jadeveon Clowney,-0.5468210899772016,1.22413338364769,0.5075548446322987,-0.8158345140614734,1.0257243499629065,0.003658210025933549,1.0572342764959783,0.3842839406218497,0.02913255943161301,2014,16,1,1,1,1,2,24,1,1,1,98
Chip Vaughn,1.4030419322401328,-0.303522641512854,-0.4896044784556209,-1.1751102057072955,1.0257243499629065,0.003658210025933549,1.164202393677798,0.3842839406218497,0.02913255943161301,2009,27,4,116,1,0,12,62,116,5,87,71
Drew Willy,0.5364361445879842,0.460305371067418,-0.6225590548673435,0.39263826692901566,-0.6213408747556761,NaN,-0.5472874812313165,0.3842839406218497,0.02913255943161301,2009,,,,,,,,,,,
Jamaica Rector,-1.196775430716313,-1.449264660383262,-1.2651728408573362,-1.0118030731410137,0.790429317860252,NaN,0.843298042132339,-1.4262041238547467,0.02913255943161301,2005,,,,,,0,0,,35,267,43
Kader Drame,-0.11351819615112724,1.22413338364769,1.0393731502791892,1.5357881948929903,-0.6213408747556761,-0.6242996709993085,-0.6542555984131362,2.194772005098446,NaN,2006,,,,,,,,,,,
Roylin Bradley,0.1031332507619099,-0.303522641512854,-0.00210436494597132,-0.35857454287588414,0.3198392536549426,-0.3103207304866875,0.2014893390414211,0.3842839406218497,0.02913255943161301,2001,,,,,,,,,,,
Jayson Swain,-1.196775430716313,-0.68543664780299,-0.6890363430732048,-0.4892202489289101,0.0845442215522879,NaN,NaN,NaN,NaN,2007,,,,,,,,,,,
Chad Wheeler,-0.3301696430641644,1.987961396227962,1.393918687377116,2.28700100469789,-2.974291195782223,-0.9382786115119296,-0.9751599499585951,NaN,3.8975833300142235,2017,,,,,,3,3,,14,210,49
Richie Ross,-1.196775430716313,0.842219377357554,-0.7555136312790661,-0.5545431019554216,1.0257243499629065,NaN,0.6293618077686998,-1.4262041238547467,0.02913255943161301,2006,,,,,,,,,,,
Mario Henderson,-0.3301696430641644,1.606047389937826,1.3052823031026344,1.078528223707401,-1.0919309389609855,-0.15333126023037696,-0.5472874812313165,0.3842839406218497,0.02913255943161301,2007,23,3,91,1,1,3,5,91,8,113,68
Margin Hooks,-1.196775430716313,-1.067350654093126,-1.154377360514234,-0.9138187936012436,0.790429317860252,NaN,0.2014893390414211,0.3842839406218497,0.02913255943161301,2001,,,,,,,,,,,
Aaron Lynch,-0.5468210899772016,1.22413338364769,0.1308502114657513,-0.06462170425657655,NaN,-0.467310200742998,NaN,NaN,NaN,2014,4,5,150,1,1,2,74,150,16,171,52
Ben Obomanu,-1.196775430716313,-0.303522641512854,-0.8441500155535479,-1.0771259261675252,1.2610193820655613,NaN,0.2014893390414211,0.3842839406218497,0.02913255943161301,2006,0,7,249,0,3,0,18,249,29,,47
Eric Johnson,1.4030419322401328,-0.68543664780299,-0.6225590548673435,-0.5872045284686802,1.2610193820655613,-1.409247022280861,0.7363299249505194,-1.4262041238547467,0.02913255943161301,2000,4,7,224,0,6,8,213,224,,,
George Uko,-0.11351819615112724,0.460305371067418,0.9064185738674665,0.6865911055483233,-0.8566359068583308,-0.467310200742998,-0.44031936404949684,NaN,NaN,2014,,,,,,4,3,,19,186,49
Tutan Reyes,-0.3301696430641644,0.460305371067418,1.238805014896773,1.9277253130520682,-1.5625210031662948,-0.15333126023037696,-1.616968653049513,0.3842839406218497,0.02913255943161301,2000,27,5,131,0,2,3,36,131,,,
Travis Taylor,-1.196775430716313,-0.303522641512854,-0.9771045919652704,-1.1424487791940396,1.0257243499629065,NaN,0.4154255734050604,0.3842839406218497,NaN,2000,1,1,10,0,3,0,4,10,,,
